"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00024127","1961-09","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","713.2","0","34.4",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","19",",0","3",",0","","","","","19610924",",,0","19610930","+,,0","19610930","+,,0","5","","19610918",",,0","19610906",",,0","0.0",",0,24,","0",",,0,30,+","0",",,0,30,+","16.5",",,0,18,","33.3",",0,06,","119.2","0","","","","","119.2",",0","","","","","","","","","","","","","","","","","","","","","28.1",",,,0","","","","","","","","","0",",,,0","15.51",",0","23.09",",,,0","7.92",",,,0","","","","","","","","","270",",X","","","","","","","","","24.2",",X","",""
"USW00024127","1961-10","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","713.5","0","0.3",",0","7",",0","4",",0","0",",0","3",",0","2",",0","0",",0","8",",0","0",",0","11",",0","0",",0","","","","","19611029",",,0","19611029",",,0","19611028",",,0","1","","19611028",",,0","19611006",",,0","-5.0",",0,29,","76",",,0,29,","160",",,0,28,","19.1",",,0,28,","27.8",",0,06,","379.0","0","","","","","259.8",",0","","","","","","","","","","","","","","","","","","","","","40.7",",,,0","","","","","","","","","211",",,,0","9.96",",0","17.20",",,,0","2.72",",,,0","","","","","","","","","45",",X","","","","","","","","","27.2",",X","",""
"USW00024127","1961-11","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","713.5","0","0.0",",0","6",",0","3",",0","0",",0","8",",0","3",",0","0",",0","24",",0","3",",0","0",",0","0",",0","3","","","","19611119",",,0","19611121",",,0","19611115",",,0","","","19611121",",,0","19611110",",,0","-10.0",",0,19,","102",",,0,21,","127",",,0,15,","10.7",",,0,21,","15.0",",0,10,","874.2","0","","","","","495.2",",0","","","","","","","","","","","","","","","","","","","","","29.3",",,,0","","","","","","","","","282",",,,0","1.83",",0","7.03",",,,0","-3.38",",,,0","","","","","","","","","225",",X","","","","","","","","","21.6",",X","",""
"USW00024127","1961-12","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","713.5","0","0.0",",0","10",",0","3",",0","0",",0","13",",0","4",",0","2",",0","29",",0","10",",0","0",",0","0",",0","11","","","","19611210",",,0","19611218",",,0","19611217",",,0","","","19611217",",,0","19611201",",,0","-23.3",",0,10,","127",",,0,18,","71",",,0,17,","6.1",",,0,17,","12.2",",0,01,","1508.0","0","","","","","633.8",",0","","","","","","","","","","","","","","","","","","","","","22.6",",,,0","","","","","","","","","215",",,,0","-2.11",",0","2.44",",,,0","-6.67",",,,0","","","","","","","","","225",",X","","","","","","","","","21.1",",X","",""
"USW00024127","1962-01","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","0.0","0","0.0",",0","7",",0","2",",0","0",",0","19",",0","4",",0","6",",0","30",",0","21",",0","0",",0","0",",0","19","","","","19620123",",,0","19620121",",,0","19620120",",,0","1","","19620120",",,0","19620107",",,0","-25.6",",0,23,","229",",,0,21,","246",",,0,20,","14.2",",,0,20,","10.0",",0,07,","2274.7","0","","","","","766.7",",0","","","","","","","","","","","","","","","","","","","","","21.4",",,,0","","","","","","","","","397",",,,0","-6.40",",0","-1.58",",,,0","-11.22",",,,0","","","","","","","","","180",",X","","","","","","","","","27.2",",X","",""
"USW00024127","1962-02","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","0.0","0","0.0",",0","13",",0","5",",0","0",",0","15",",0","4",",0","1",",0","19",",0","10",",0","0",",0","0",",0","10","","","","19620227",",,0","19620207","+,,0","19620226","+,,0","2","","19620216",",,0","19620211",",,0","-18.9",",0,27,","102",",,0,07,+","64",",,0,26,+","10.7",",,0,16,","17.8",",0,11,","2798.1","0","","","","","523.4",",0","","","","","","","","","","","","","","","","","","","","","36.5",",,,0","","","","","","","","","257",",,,0","-0.36",",0","3.73",",,,0","-4.45",",,,0","","","","","","","","","135",",X","","","","","","","","","20.0",",X","",""
"USW00024127","1962-03","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","0.0","0","0.0",",0","10",",0","8",",0","0",",0","13",",0","8",",0","0",",0","29",",0","6",",0","1",",0","0",",0","4","","","","19620313",",,0","19620310",",,0","19620310",",,0","","","19620310",",,0","19620327",",,0","-12.8",",0,13,","178",",,0,10,","188",",,0,10,","16.5",",,0,10,","21.1",",0,27,","3313.1","0","","","","","515.0",",0","","","","","","","","","","","","","","","","","","","","","59.6",",,,0","","","","","","","","","644",",,,0","1.72",",0","7.70",",,,0","-4.26",",,,0","","","","","","","","","180","3,X","","","","","","","","","20.0","3,X","",""
"USW00024127","1962-04","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","4.7","0","4.7",",0","8",",0","5",",0","0",",0","1",",0","1",",0","0",",0","3",",0","0",",0","11",",0","0",",0","2","","","","19620430",",,0","19620421",",,0","19620420",",,0","1","","19620426",",,0","19620419",",,0","-2.2",",0,30,","25",",,0,21,","25",",,0,20,","17.5",",,0,26,","29.4",",0,19,","3521.5","0","","","","","208.4",",0","","","","","","","","","","","","","","","","","","","","","75.6",",,,0","","","","","","","","","40",",,,0","11.54",",0","19.16",",,,0","3.93",",,,0","","","","","","","","","315",",X","","","","","","","","","23.1",",X","",""
"USW00024127","1962-05","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","21.4","0","16.7",",0","12",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","","","","","19620515","+,,0","19620531","+,,0","19620531","+,,0","6","","19620517",",,0","19620508",",,0","2.2",",0,15,+","0",",,0,31,+","0",",,0,31,+","12.7",",,0,17,","30.6",",0,08,","3647.1","0","","","","","125.6",",0","","","","","","","","","","","","","","","","","","","","","53.8",",,,0","","","","","","","","","0",",,,0","14.82",",0","21.80",",,,0","7.84",",,,0","","","","","","","","","180",",X","","","","","","","","","21.6",",X","",""
"USW00024127","1962-06","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","117.0","0","95.6",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","11",",0","","","","","19620607",",,0","19620630","+,,0","19620630","+,,0","3","","19620604",",,0","19620627",",,0","1.7",",0,07,","0",",,0,30,+","0",",,0,30,+","11.2",",,0,04,","37.8",",0,27,","3690.4","0","","","","","43.3",",0","","","","","","","","","","","","","","","","","","","","","12.5",",,,0","","","","","","","","","0",",,,0","20.08",",0","29.05",",,,0","11.11",",,,0","","","","","","","","","315",",X","","","","","","","","","23.1",",X","",""
"USW00024127","1962-07","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","306.7","0","189.7",",0","4",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","22",",0","","","","","19620713",",,0","19620731","+,,0","19620731","+,,0","8","","19620713",",,0","19620721","+,,0","10.0",",0,13,","0",",,0,31,+","0",",,0,31,+","57.9",",,0,13,","37.2",",0,21,+","1.7","0","","","","","1.7",",0","","","","","","","","","","","","","","","","","","","","","64.0",",,,0","","","","","","","","","0",",,,0","24.40",",0","33.13",",,,0","15.66",",,,0","","","","","","","","","225",",X","","","","","","","","","19.0",",X","",""
"USW00024127","1962-08","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","456.1","0","149.4",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","","","","","19620831",",,0","19620831","+,,0","19620831","+,,0","6","","19620817",",,0","19620815",",,0","3.3",",0,31,","0",",,0,31,+","0",",,0,31,+","2.3",",,0,17,","38.3",",0,15,","12.3","0","","","","","10.6",",0","","","","","","","","","","","","","","","","","","","","","6.6",",,,0","","","","","","","","","0",",,,0","22.81",",0","32.31",",,,0","13.31",",,,0","","","","","","","","","180",",X","","","","","","","","","20.0",",X","",""
"USW00024127","1962-09","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","502.8","0","46.7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","3",",0","","","","","19620909",",,0","19620930","+,,0","19620930","+,,0","5","","19620920",",,0","19620919",",,0","1.1",",0,09,","0",",,0,30,+","0",",,0,30,+","4.3",",,0,20,","33.3",",0,19,","45.6","0","","","","","33.3",",0","","","","","","","","","","","","","","","","","","","","","6.9",",,,0","","","","","","","","","0",",,,0","18.78",",0","28.32",",,,0","9.24",",,,0","","","","","","","","","180",",X","","","","","","","","","18.5",",X","",""
"USW00024127","1962-10","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","517.0","0","14.2",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","13",",0","0",",0","1","","","","19621026","+,,0","19621031","+,,0","19621014",",,0","2","","19621014",",,0","19621004","+,,0","-0.6",",0,26,+","0",",,0,31,+","0",",T,0,14,","15.7",",,0,14,","28.9",",0,04,+","226.7","0","","","","","181.1",",0","","","","","","","","","","","","","","","","","","","","","23.6",",,,0","","","","","","","","","0",",T,,0","12.95",",0","20.77",",,,0","5.13",",,,0","","","","","","","","","180",",X","","","","","","","","","27.8",",X","",""
"USW00024127","1962-11","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","517.0","0","0.0",",0","6",",0","2",",0","0",",0","1",",0","2",",0","0",",0","19",",0","0",",0","0",",0","0",",0","1","","","","19621130","+,,0","19621118",",,0","19621118","+,,0","","","19621116",",,0","19621112",",,0","-7.8",",0,30,+","25",",,0,18,","30",",,0,18,+","4.3",",,0,16,","19.4",",0,12,","616.9","0","","","","","390.2",",0","","","","","","","","","","","","","","","","","","","","","11.1",",,,0","","","","","","","","","60",",,,0","5.33",",0","11.98",",,,0","-1.33",",,,0","","","","","","","","","225",",X","","","","","","","","","15.9",",X","",""
"USW00024127","1962-12","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","517.0","0","0.0",",0","3",",0","2",",0","0",",0","1",",0","0",",0","0",",0","30",",0","10",",0","0",",0","0",",0","18","","","","19621225",",,0","19621224",",,0","19621223",",,0","","","19621218","+,,0","19621202",",,0","-15.0",",0,25,","25",",,0,24,","23",",,0,23,","3.0",",,0,18,+","12.2",",0,02,","1248.0","0","","","","","631.1",",0","","","","","","","","","","","","","","","","","","","","","7.0",",,,0","","","","","","","","","23",",,,0","-2.02",",0","3.06",",,,0","-7.11",",,,0","","","","","","","","","180",",X","","","","","","","","","14.4",",X","",""
"USW00024127","1963-01","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","0.0","0","0.0",",0","6",",0","1",",0","0",",0","20",",0","3",",0","6",",0","29",",0","14",",0","0",",0","0",",0","12","","","","19630112",",,0","19630127","+,,0","19630118",",,0","","","19630118",",,0","19630131","+,,0","-27.8",",0,12,","102",",,0,27,+","69",",,0,18,","5.8",",,0,18,","11.7",",0,31,+","2031.6","0","","","","","783.6",",0","","","","","","","","","","","","","","","","","","","","","13.4",",,,0","","","","","","","","","188",",,,0","-6.95",",0","-0.38",",,,0","-13.51",",,,0","","","","","","","","","180",",X","","","","","","","","","22.1",",X","",""
"USW00024127","1963-02","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","0.0","0","0.0",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","0",",0","0",",0","4","","","","19630213","+,,0","19630218",",,0","19630217",",,0","","","19630220",",,0","19630206","+,,0","-10.6",",0,13,+","0",",T,0,18,","13",",,0,17,","7.4",",,0,20,","16.7",",0,06,+","2441.9","0","","","","","410.3",",0","","","","","","","","","","","","","","","","","","","","","17.0",",,,0","","","","","","","","","13",",,,0","3.68",",0","10.08",",,,0","-2.72",",,,0","","","","","","","","","315",",X","","","","","","","","","23.6",",X","",""
"USW00024127","1963-03","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","0.0","0","0.0",",0","7",",0","5",",0","0",",0","3",",0","4",",0","0",",0","24",",0","0",",0","1",",0","0",",0","","","","","19630316",",,0","19630316",",,0","19630315",",,0","1","","19630315",",,0","19630327",",,0","-12.2",",0,16,","152",",,0,16,","201",",,0,15,","23.4",",,0,15,","21.1",",0,27,","2883.0","0","","","","","441.1",",0","","","","","","","","","","","","","","","","","","","","","53.8",",,,0","","","","","","","","","407",",,,0","4.10",",0","10.61",",,,0","-2.40",",,,0","","","","","","","","","180",",X","","","","","","","","","25.7",",X","",""
"USW00024127","1963-04","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","0.0","0","0.0",",0","16",",0","12",",0","0",",0","4",",0","5",",0","0",",0","15",",0","0",",0","4",",0","0",",0","3","","","","19630422",",,0","19630402",",,0","19630420",",,0","1","","19630401",",,0","19630414",",,0","-3.3",",0,22,","51",",,0,02,","122",",,0,20,","14.2",",,0,01,","24.4",",0,14,","3228.2","0","","","","","345.2",",0","","","","","","","","","","","","","","","","","","","","","98.1",",,,0","","","","","","","","","364",",,,0","6.83",",0","12.71",",,,0","0.94",",,,0","","","","","","","","","225",",X","","","","","","","","","26.2",",X","",""
"USW00024127","1963-05","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","5.5","0","5.5",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","","","","","19630513",",,0","19630531","+,,0","19630531","+,,0","1","","19630512",",,0","19630528","+,,0","1.7",",0,13,","0",",,0,31,+","0",",,0,31,+","4.1",",,0,12,","28.9",",0,28,+","3307.2","0","","","","","79.0",",0","","","","","","","","","","","","","","","","","","","","","6.0",",,,0","","","","","","","","","0",",,,0","15.96",",0","24.18",",,,0","7.74",",,,0","","","","","","","","","225",",X","","","","","","","","","22.6",",X","",""
"USW00024127","1963-06","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","32.9","0","27.4",",0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","2",",0","2","","","","19630608",",,0","19630630","+,,0","19630630","+,,0","9","","19630610",",,0","19630627",",,0","3.9",",0,08,","0",",,0,30,+","0",",,0,30,+","10.9",",,0,10,","35.0",",0,27,","3363.8","0","","","","","56.6",",0","","","","","","","","","","","","","","","","","","","","","42.5",",,,0","","","","","","","","","0",",,,0","17.36",",0","25.27",",,,0","9.45",",,,0","","","","","","","","","315",",X","","","","","","","","","42.1",",X","",""
"USW00024127","1963-07","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","253.4","0","220.5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","27",",0","","","","","19630701",",,0","19630731","+,,0","19630731","+,,0","2","","19630731","+,,0","19630724",",,0","6.1",",0,01,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,31,+","38.9",",0,24,","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","0.0",",T,,0","","","","","","","","","0",",,,0","25.45",",0","34.72",",,,0","16.17",",,,0","","","","","","","","","270",",X","","","","","","","","","20.0",",X","",""
"USW00024127","1963-08","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","476.3","0","222.9",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","23",",0","","","","","19630829",",,0","19630831","+,,0","19630831","+,,0","13","","19630831",",,0","19630813",",,0","11.7",",0,29,","0",",,0,31,+","0",",,0,31,+","8.1",",,0,31,","37.2",",0,13,","0.8","0","","","","","0.8",",0","","","","","","","","","","","","","","","","","","","","","13.7",",,,0","","","","","","","","","0",",,,0","25.50",",0","33.07",",,,0","17.92",",,,0","","","","","","","","","225",",X","","","","","","","","","22.1",",X","",""
"USW00024127","1963-09","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","535.8","0","59.5",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","5",",0","1","","","","19630924",",,0","19630930","+,,0","19630930","+,,0","5","","19630913",",,0","19630912",",,0","6.7",",0,24,","0",",,0,30,+","0",",,0,30,+","18.0",",,0,13,","35.0",",0,12,","13.6","0","","","","","12.8",",0","","","","","","","","","","","","","","","","","","","","","27.4",",,,0","","","","","","","","","0",",,,0","19.89",",0","28.13",",,,0","11.65",",,,0","","","","","","","","","180",",X","","","","","","","","","19.5",",X","",""
"USW00024127","1963-10","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","550.3","0","14.5",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","18",",0","0",",0","","","","","19631028",",,0","19631031","+,,0","19631030",",,0","1","","19631030",",,0","19631003",",,0","-1.1",",0,28,","0",",,0,31,+","0",",T,0,30,","8.4",",,0,30,","31.7",",0,03,","152.1","0","","","","","138.5",",0","","","","","","","","","","","","","","","","","","","","","26.7",",,,0","","","","","","","","","0",",T,,0","14.33",",0","21.87",",,,0","6.79",",,,0","","","","","","","","","135",",X","","","","","","","","","20.6",",X","",""
"USW00024127","1963-11","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","550.3","0","0.0",",0","6",",0","4",",0","0",",0","3",",0","2",",0","0",",0","21",",0","1",",0","0",",0","0",",0","12","","","","19631129",",,0","19631116",",,0","19631115",",,0","","","19631115",",,0","19631114",",,0","-8.3",",0,29,","76",",,0,16,","147",",,0,15,","17.0",",,0,15,","18.9",",0,14,","587.8","0","","","","","435.7",",0","","","","","","","","","","","","","","","","","","","","","39.6",",,,0","","","","","","","","","193",",,,0","3.81",",0","9.41",",,,0","-1.79",",,,0","","","","","","","","","315",",X","","","","","","","","","23.6",",X","",""
"USW00024127","1963-12","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","550.3","0","0.0",",0","7",",0","3",",0","0",",0","19",",0","4",",0","1",",0","31",",0","20",",0","0",",0","0",",0","22","","","","19631211",",,0","19631210",",,0","19631209",",,0","","","19631209",",,0","19631217",",,0","-20.6",",0,11,","127",",,0,10,","119",",,0,09,","7.6",",,0,09,","6.7",",0,17,","1287.9","0","","","","","700.1",",0","","","","","","","","","","","","","","","","","","","","","20.1",",,,0","","","","","","","","","329",",,,0","-4.25",",0","-0.02",",,,0","-8.48",",,,0","","","","","","","","","180",",X","","","","","","","","","15.4",",X","",""
"USW00024127","1964-01","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","","","0.0","0","0.0",",0","10",",0","3",",0","0",",0","31",",0","5",",0","5",",0","30",",0","18",",0","0",",0","0",",0","16","","","","19640113",",,0","19640119",",,0","19640118",",,0","","","19640118",",,0","19640121",",,0","-23.3",",0,13,","178",",,0,19,","127",",,0,18,","6.6",",,0,18,","7.2",",0,21,","2030.8","0","","","","","742.9",",0","","","","","","","","","","","","","","","","","","","","","23.9",",,,0","","","","","","","","","461",",,,0","-5.63",",0","-0.10",",,,0","-11.16",",,,0","","","","","","","","","180",",X","","","","","","","","","24.7",",X","",""
