"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00024127","1994-12","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","3.3",",X","841.2","0","0.0",",0","10",",0","3",",0","0",",0","21",",0","2",",0","0",",0","28",",0","4",",0","0",",0","0",",0","15","","2","","19941221",",,0","19941215","+,,0","19941213",",,0","","","19941213",",,0","19941202",",,0","-11.7",",0,21,","152",",,0,15,+","185",",,0,13,","18.5",",,0,13,","11.1",",0,02,","1366.3","0","   3.3","2,,,0,0,2","   3.9","3,,,0,0,3","576.3",",0","   6.1","2,,,0,0,2","   4.4","3,,,0,0,3","  -5.6","2,,,0,0,2","   0.0","3,,,0,0,3","   0.0","2,,,0,0,2","   0.0","3,,,0,0,3","   1.0","2,,,0,0,2","   1.2","3,,,0,0,3","   2.6","2,,,0,0,2","   1.9","3,,,0,0,3","36.4",",,,0","","","","","","","","","345",",,,0","-0.26",",0","4.24",",,,0","-4.75",",,,0","13037",",X","","","","","","","180","3,X","","","","","","","","","19.0","3,X","",""
"USW00024127","1995-01","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","3.4",",X","0.0","0","0.0",",0","10",",0","4",",0","0",",0","12",",0","4",",0","0",",0","24",",0","3",",0","0",",0","0",",0","4","","1","","19950103","+,,0","19950119","+,,0","19950115",",,0","","","19950115",",,0","19950114",",,0","-10.0",",0,03,+","102",",,0,19,+","114",",,0,15,","23.1",",,0,15,","13.9",",0,14,","1884.5","0","   4.4",",,,0,0,2","   3.9",",,,0,0,3","518.2",",0","   8.3",",,,0,0,2","   6.1",",,,0,0,3","  -2.2",",,,0,0,2","  -1.1",",,,0,0,3","  -0.6",",,,0,0,2","  -1.1",",,,0,0,3","   0.8",",,,0,0,2","   0.6",",,,0,0,3","   2.7",",,,0,0,2","   1.7",",,,0,0,3","46.1",",,,0","","","","","","","","","282",",,,0","1.62",",0","5.68",",,,0","-2.45",",,,0","8420",",X","","","","","","","270",",X","","","","","","","","","18.5",",X","",""
"USW00024127","1995-02","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","3.2",",X","0.0","0","0.0",",0","5",",0","4",",0","0",",0","6",",0","3",",0","0",",0","18",",0","0",",0","0",",0","0",",0","5","","1","","19950215",",,0","19950215","+,,0","19950211",",,0","","","19950211",",,0","19950226",",,0","-11.7",",0,15,","127",",,0,15,+","130",",,0,11,","11.2",",,0,11,","17.8",",0,26,","2237.4","0","   7.2","1,,,0,0,2","   7.2","1,,,0,0,3","352.9",",0","  14.4","1,,,0,0,2","  11.7","1,,,0,0,3","   0.6","1,,,0,0,2","   1.1","1,,,0,0,3","   1.7","1,,,0,0,2","   1.1","1,,,0,0,3","   3.5","1,,,0,0,2","   3.5","1,,,0,0,3","   8.9","1,,,0,0,2","   6.8","1,,,0,0,3","27.5",",,,0","","","","","","","","","338",",,,0","5.73",",0","12.28",",,,0","-0.82",",,,0","13584",",X","","","","","","","315",",X","","","","","","","","","19.0",",X","",""
"USW00024127","1995-03","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","4.7",",X","0.0","0","0.0",",0","14",",0","10",",0","0",",0","3",",0","3",",0","0",",0","14",",0","0",",0","0",",0","0",",0","2","","","","19950328",",,0","19950324",",,0","19950304",",,0","4","","19950311",",,0","19950318",",,0","-5.0",",0,28,","76",",,0,24,","58",",,0,04,","11.4",",,0,11,","19.4",",0,18,","2597.9","0","   8.9",",,,0,0,2","   9.4",",,,0,0,3","360.5",",0","  16.7",",,,0,0,2","  13.3",",,,0,0,3","   2.8",",,,0,0,2","   3.3",",,,0,0,3","   7.2",",,,0,0,2","   6.7",",,,0,0,3","   5.5",",,,0,0,2","   5.9",",,,0,0,3","  11.8",",,,0,0,2","   9.9",",,,0,0,3","59.7",",,,0","","","","","","","","","184",",,,0","6.70",",0","12.59",",,,0","0.82",",,,0","18145",",X","","","","","","","180",",X","","","","","","","","","20.6",",X","",""
"USW00024127","1995-04","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","4.1",",X","0.0","0","0.0",",0","13",",0","8",",0","0",",0","1",",0","2",",0","0",",0","5",",0","0",",0","4",",0","0",",0","2","","","","19950410",",,0","19950409",",,0","19950409",",,0","3","","19950419",",,0","19950427","+,,0","-1.7",",0,10,","102",",,0,09,","81",",,0,09,","10.7",",,0,19,","22.8",",0,27,+","2871.8","0","  12.8","1,,,0,0,2","  12.2",",,,0,0,3","273.9",",0","  21.7","1,,,0,0,2","  16.1",",,,0,0,3","   5.0","1,,,0,0,2","   5.6",",,,0,0,3","  10.0","1,,,0,0,2","   8.9",",,,0,0,3","   7.8","1,,,0,0,2","   8.3",",,,0,0,3","  16.1","1,,,0,0,2","  13.3",",,,0,0,3","52.6",",,,0","","","","","","","","","167",",,,0","9.20",",0","15.06",",,,0","3.35",",,,0","20490",",X","","","","","","","360",",X","","","","","","","","","19.0",",X","",""
"USW00024127","1995-05","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","3.8",",X","0.8","0","0.8",",0","17",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","4","","","","19950513",",,0","19950531","+,,0","19950527","+,,0","11","","19950512",",,0","19950521",",,0","1.1",",0,13,","0",",,0,31,+","0",",T,0,27,+","17.5",",,0,12,","26.1",",0,21,","3035.6","0","  19.4",",,,0,0,2","  17.8",",,,0,0,3","163.8",",0","  26.7",",,,0,0,2","  23.9",",,,0,0,3","   6.1",",,,0,0,2","   6.7",",,,0,0,3","  12.2",",,,0,0,2","  12.2",",,,0,0,3","  12.4",",,,0,0,2","  12.4",",,,0,0,3","  20.0",",,,0,0,2","  17.9",",,,0,0,3","93.5",",,,0","","","","","","","","","0",",T,,0","13.07",",0","18.91",",,,0","7.24",",,,0","18375",",X","","","","","","","180",",X","","","","","","","","","20.0",",X","",""
"USW00024127","1995-06","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","4.1",",X","48.0","0","47.2",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","3",",0","2","","","","19950605",",,0","19950630","+,,0","19950609","+,,0","5","","19950605",",,0","19950614","+,,0","3.9",",0,05,","0",",,0,30,+","0",",T,0,09,+","15.0",",,0,05,","33.3",",0,14,+","3095.1","0","  23.9",",,,0,0,2","  25.0",",,,0,0,3","59.5",",0","  35.0",",,,0,0,2","  31.1",",,,0,0,3","  10.6",",,,0,0,2","  12.2",",,,0,0,3","  17.2",",,,0,0,2","  15.0",",,,0,0,3","  17.6",",,,0,0,2","  18.3",",,,0,0,3","  27.8",",,,0,0,2","  24.5",",,,0,0,3","37.9",",,,0","","","","","","","","","0",",T,,0","17.92",",0","25.03",",,,0","10.81",",,,0","21666",",X","","","","","","","270",",X","","","","","","","","","23.1",",X","",""
"USW00024127","1995-07","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","4.1",",X","237.0","0","189.0",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","21",",0","","","","","19950731",",,0","19950731","+,,0","19950731","+,,0","9","","19950722",",,0","19950729",",,0","8.3",",0,31,","0",",,0,31,+","0",",,0,31,+","2.8",",,0,22,","41.1",",0,29,","0.3","0","  28.3",",,,0,0,2","  28.3",",,,0,0,3","0.3",",0","  37.2",",,,0,0,2","  34.4",",,,0,0,3","  19.4",",,,0,0,2","  20.6",",,,0,0,3","  26.7",",,,0,0,2","  25.0",",,,0,0,3","  25.2",",,,0,0,2","  25.5",",,,0,0,3","  34.4",",,,0,0,2","  31.6",",,,0,0,3","8.2",",,,0","","","","","","","","","0",",,,0","24.42",",0","32.60",",,,0","16.24",",,,0","24808",",X","","","","","","","270",",X","","","","","","","","","20.6",",X","",""
"USW00024127","1995-08","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","4.4",",X","461.4","0","224.4",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","25",",0","","","","","19950819",",,0","19950831","+,,0","19950831","+,,0","6","","19950821",",,0","19950806",",,0","10.6",",0,19,","0",",,0,31,+","0",",,0,31,+","3.8",",,0,21,","38.3",",0,06,","0.3","0","  30.0",",,,0,0,2","  31.1",",,,0,0,3","0.0",",0","  37.2",",,,0,0,2","  36.7",",,,0,0,3","  23.9",",,,0,0,2","  23.9",",,,0,0,3","  31.7",",,,0,0,2","  28.9",",,,0,0,3","  26.4",",,,0,0,2","  26.7",",,,0,0,3","  33.7",",,,0,0,2","  31.4",",,,0,0,3","5.3",",,,0","","","","","","","","","0",",,,0","25.57",",0","33.69",",,,0","17.45",",,,0","23751",",X","160",",X","","","","","180",",X","","","13.4",",X","","","","","20.0",",X","",""
"USW00024127","1995-09","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","3.7",",X","546.3","0","84.9",",0","5",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","6",",0","1","","","","19950922","+,,0","19950930","+,,0","19950930","+,,0","6","","19950929",",,0","19950901",",,0","3.3",",0,22,+","0",",,0,30,+","0",",,0,30,+","25.7",",,0,29,","36.7",",0,01,","43.1","0","  26.1",",,,0,0,2","  26.7",",,,0,0,3","42.8",",0","  33.3",",,,0,0,2","  31.1",",,,0,0,3","  14.4",",,,0,0,2","  13.9",",,,0,0,3","  21.1",",,,0,0,2","  20.6",",,,0,0,3","  21.6",",,,0,0,2","  21.7",",,,0,0,3","  28.1",",,,0,0,2","  26.0",",,,0,0,3","33.8",",,,0","","","","","","","","","0",",,,0","19.74",",0","27.47",",,,0","12.01",",,,0","19775",",X","220",",X","","","","","225",",X","","","13.0",",X","","","","","18.0",",X","",""
"USW00024127","1995-10","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","3.3",",X","548.8","0","2.5",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","10",",0","0",",0","1","","","","19951024","+,,0","19951022",",,0","19951022",",,0","2","","19951003",",,0","19951011",",,0","-2.2",",0,24,+","0",",T,0,22,","13",",,0,22,","6.6",",,0,03,","28.3",",0,11,","278.6","0","","","","","235.5",",0","","","","","","","","","","","","","","","","","","","","","13.5",",,,0","","","","","","","","","13",",,,0","10.81",",0","18.37",",,,0","3.26",",,,0","16543",",X","290",",X","","","","","360",",X","","","10.7",",X","","","","","18.0",",X","",""
"USW00024127","1995-11","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","3.5",",X","548.8","0","0.0",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","0",",0","0",",0","4","","","","19951104","+,,0","19951130","+,,0","19951127",",,0","2","","19951109",",,0","19951125","+,,0","-6.7",",0,04,+","0",",,0,30,+","3",",,0,27,","19.8",",,0,09,","20.6",",0,25,+","593.8","0","","","","","315.2",",0","","","","","","","","","","","","","","","","","","","","","21.7",",,,0","","","","","","","","","3",",,,0","7.83",",0","14.47",",,,0","1.18",",,,0","10190",",X","170",",X","","","","","315",",X","","","10.7",",X","","","","","16.4",",X","",""
"USW00024127","1995-12","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","3.3",",X","548.8","0","0.0",",0","8",",0","3",",0","0",",0","0",",0","1",",0","0",",0","19",",0","2",",0","0",",0","0",",0","13","","","","19951224",",,0","19951231","+,,0","19951230",",,0","","","19951230",",,0","19951201",",,0","-8.9",",0,24,","0",",,0,31,+","25",",,0,30,","15.0",",,0,30,","20.6",",0,01,","1074.8","0","   8.3","2,,,0,0,2","   7.8","1,,,0,0,3","481.0",",0","   8.9","3,,,0,0,2","   7.8","2,,,0,0,3","  -0.6","2,,,0,0,2","   0.0","1,,,0,0,3","   0.6","3,,,0,0,2","   0.6","2,,,0,0,3","   3.9","2,,,0,0,2","   4.3","1,,,0,0,3","   5.2","3,,,0,0,2","   4.8","2,,,0,0,3","30.5",",,,0","","","","","","","","","35",",,,0","2.82",",0","7.57",",,,0","-1.94",",,,0","5853",",X","170",",X","","","","","180",",X","","","15.6",",X","","","","","21.6",",X","",""
"USW00024127","1996-01","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","3.7",",X","0.0","0","0.0",",0","15",",0","7",",0","0",",0","14",",0","7",",0","0",",0","30",",0","5",",0","0",",0","0",",0","16","","1","","19960126",",,0","19960126",",,0","19960125",",,0","","","19960117",",,0","19960115",",,0","-11.1",",0,26,","432",",,0,26,","340",",,0,25,","18.5",",,0,17,","13.9",",0,15,","1626.5","0","   2.2",",,,0,0,2","   2.8","1,,,0,0,3","551.7",",0","   4.4",",,,0,0,2","   2.8","1,,,0,0,3","  -0.6",",,,0,0,2","   0.6","1,,,0,0,3","   1.7",",,,0,0,2","   1.1","1,,,0,0,3","   1.4",",,,0,0,2","   1.3","1,,,0,0,3","   2.5",",,,0,0,2","   1.9","1,,,0,0,3","78.6",",,,0","","","","","","","","","1144",",,,0","0.54",",0","5.43",",,,0","-4.36",",,,0","4222",",X","170",",X","","","","","315",",X","","","14.3",",X","","","","","18.5",",X","",""
"USW00024127","1996-02","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","3.2",",X","0.0","0","0.0",",0","12",",0","4",",0","0",",0","25",",0","4",",0","3",",0","25",",0","6",",0","0",",0","0",",0","22","","5","","19960203",",,0","19960201",",,0","19960225",",,0","","","19960222",",,0","19960224",",,0","-24.4",",0,03,","406",",,0,01,","206",",,0,25,","12.7",",,0,22,","13.9",",0,24,","2177.9","0","   2.8",",,,0,0,2","   2.8",",,,0,0,3","551.4",",0","   5.0",",,,0,0,2","   3.3",",,,0,0,3","  -0.6",",,,0,0,2","   0.0",",,,0,0,3","   1.1",",,,0,0,2","   0.6",",,,0,0,3","   1.6",",,,0,0,2","   1.3",",,,0,0,3","   2.4",",,,0,0,2","   1.6",",,,0,0,3","39.3",",,,0","","","","","","","","","575",",,,0","-0.68",",0","5.55",",,,0","-6.91",",,,0","9270",",X","180",",X","","","","","180",",X","","","13.9",",X","","","","","19.0",",X","",""
"USW00024127","1996-03","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","4.0",",X","0.0","0","0.0",",0","10",",0","7",",0","0",",0","4",",0","6",",0","0",",0","12",",0","0",",0","2",",0","0",",0","5","","1","","19960301",",,0","19960306","+,,0","19960323",",,0","2","","19960323",",,0","19960321",",,0","-6.1",",0,01,","76",",,0,06,+","76",",,0,23,","19.6",",,0,23,","22.2",",0,21,","2517.5","0","   6.1","1,,,0,0,2","   7.2","1,,,0,0,3","339.6",",0","  13.3",",,,0,0,2","   8.3","1,,,0,0,3","   1.1","1,,,0,0,2","   0.6","1,,,0,0,3","   1.7",",,,0,0,2","   1.1","1,,,0,0,3","   3.9","1,,,0,0,2","   4.5","1,,,0,0,3","   7.3",",,,0,0,2","   5.5","1,,,0,0,3","68.8",",,,0","","","","","","","","","285",",,,0","7.38",",0","13.56",",,,0","1.19",",,,0","18227",",X","250",",X","","","","","180",",X","","","13.0",",X","","","","","20.6",",X","",""
"USW00024127","1996-04","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","4.2",",X","1.1","0","1.1",",0","8",",0","6",",0","0",",0","0",",0","1",",0","0",",0","4",",0","0",",0","8",",0","0",",0","3","","1","","19960414",",,0","19960430","+,,0","19960420",",,0","3","","19960417",",,0","19960409",",,0","-1.1",",0,14,","0",",,0,30,+","89",",,0,20,","16.8",",,0,17,","28.3",",0,09,","2759.0","0","  11.7",",,,0,0,2","  10.0","2,,,0,0,3","241.5",",0","  17.2",",,,0,0,2","  12.8",",,,0,0,3","   4.4",",,,0,0,2","   6.1","2,,,0,0,3","   7.2",",,,0,0,2","   7.8",",,,0,0,3","   7.4",",,,0,0,2","   7.7","2,,,0,0,3","  12.3",",,,0,0,2","   9.6",",,,0,0,3","56.0",",,,0","","","","","","","","","125",",,,0","10.32",",0","16.90",",,,0","3.74",",,,0","17202",",X","170",",X","","","","","180",",X","","","14.8",",X","","","","","21.1",",X","",""
"USW00024127","1996-05","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","3.7",",X","14.5","0","13.4",",0","11",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","1",",0","1","","","","19960524",",,0","19960531","+,,0","19960518",",,0","3","","19960516",",,0","19960513",",,0","2.8",",0,24,","0",",,0,31,+","0",",T,0,18,","11.7",",,0,16,","33.3",",0,13,","2859.9","0","  16.1","1,,,0,0,2","  15.6",",,,0,0,3","100.9",",0","  22.2","1,,,0,0,2","  17.8",",,,0,0,3","   8.9","1,,,0,0,2","  10.0",",,,0,0,3","  11.7","1,,,0,0,2","  12.2",",,,0,0,3","  11.9","1,,,0,0,2","  12.5",",,,0,0,3","  17.0","1,,,0,0,2","  14.6",",,,0,0,3","33.6",",,,0","","","","","","","","","0",",T,,0","15.51",",0","22.17",",,,0","8.85",",,,0","16714",",X","180",",X","","","","","180",",X","","","13.0",",X","","","","","19.5",",X","",""
"USW00024127","1996-06","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","4.0",",X","156.8","0","142.3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","17",",0","","","","","19960601",",,0","19960630","+,,0","19960630","+,,0","4","","19960627",",,0","19960608",",,0","8.3",",0,01,","0",",,0,30,+","0",",,0,30,+","2.3",",,0,27,","36.7",",0,08,","2863.0","0","  18.9",",,,0,0,2","  19.4",",,,0,0,3","3.1",",0","  26.1",",,,0,0,2","  21.7",",,,0,0,3","  11.7",",,,0,0,2","  12.8",",,,0,0,3","  17.8",",,,0,0,2","  15.6",",,,0,0,3","  16.5",",,,0,0,2","  17.3",",,,0,0,3","  23.0",",,,0,0,2","  19.9",",,,0,0,3","2.3",",,,0","","","","","","","","","0",",,,0","22.97",",0","31.40",",,,0","14.54",",,,0","24645",",X","210",",X","","","","","180",",X","","","12.5",",X","","","","","20.0",",X","",""
"USW00024127","1996-07","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","3.9",",X","424.1","0","267.3",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","27",",0","","","","","19960721",",,0","19960731","+,,0","19960717",",,0","5","","19960717",",,0","19960702",",,0","14.4",",0,21,","0",",,0,31,+","0",",T,0,17,","5.8",",,0,17,","39.4",",0,02,","0.0","0","  21.1",",,,0,0,2","  21.7",",,,0,0,3","0.0",",0","  27.8",",,,0,0,2","  25.0",",,,0,0,3","  17.2",",,,0,0,2","  16.1",",,,0,0,3","  21.7",",,,0,0,2","  20.6",",,,0,0,3","  19.4",",,,0,0,2","  20.0",",,,0,0,3","  25.0",",,,0,0,2","  22.2",",,,0,0,3","10.4",",,,0","","","","","","","","","0",",T,,0","26.95",",0","35.13",",,,0","18.78",",,,0","24334",",X","","","310",",X","","","320",",X","","","","","14.3",",X","","","22.8",",X","",""
"USW00024127","1996-08","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","3.8",",X","644.4","0","220.3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","24",",0","","","","","19960807",",,0","19960831","+,,0","19960831","+,,0","2","","19960801",",,0","19960812",",,0","10.6",",0,07,","0",",,0,31,+","0",",,0,31,+","0.5",",,0,01,","38.9",",0,12,","0.0","0","  21.1",",,,0,0,2","  21.1",",,,0,0,3","0.0",",0","  27.2",",,,0,0,2","  23.3",",,,0,0,3","  16.1",",,,0,0,2","  17.8",",,,0,0,3","  21.7",",,,0,0,2","  18.9",",,,0,0,3","  18.3",",,,0,0,2","  19.2",",,,0,0,3","  23.7",",,,0,0,2","  20.8",",,,0,0,3","0.5",",,,0","","","","","","","","","0",",,,0","25.44",",0","34.14",",,,0","16.75",",,,0","24012",",X","","","170",",X","","","270",",X","","","","","10.3",",X","","","16.5",",X","",""
"USW00024127","1996-09","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","4.1",",X","710.3","0","65.9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","5",",0","1","","","","19960927",",,0","19960930","+,,0","19960930","+,,0","4","","19960916",",,0","19960904","+,,0","3.3",",0,27,","0",",,0,30,+","0",",,0,30,+","22.6",",,0,16,","35.6",",0,04,+","70.4","0","  18.9",",,,0,0,2","  18.3",",,,0,0,3","70.4",",0","  22.2",",,,0,0,2","  20.0",",,,0,0,3","  10.0",",,,0,0,2","  11.7",",,,0,0,3","  13.9",",,,0,0,2","  12.8",",,,0,0,3","  14.5",",,,0,0,2","  15.5",",,,0,0,3","  18.2",",,,0,0,2","  16.5",",,,0,0,3","26.3",",,,0","","","","","","","","","0",",,,0","18.18",",0","25.52",",,,0","10.84",",,,0","17056",",X","","","170",",X","","","180",",X","","","","","14.3",",X","","","21.0",",X","",""
"USW00024127","1996-10","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","3.5",",X","735.1","0","24.8",",0","7",",0","6",",0","0",",0","1",",0","3",",0","0",",0","8",",0","0",",0","15",",0","0",",0","4","","","","19961021",",,0","19961026",",,0","19961020",",,0","","","19961025",",,0","19961010","+,,0","-3.9",",0,21,","25",",,0,26,","64",",,0,20,","11.4",",,0,25,","31.1",",0,10,+","286.8","0","  13.3",",,,0,0,2","  13.9","2,,,0,0,3","216.4",",0","  17.8",",,,0,0,2","  16.1","3,,,0,0,3","   3.9",",,,0,0,2","   4.4","2,,,0,0,3","   6.7",",,,0,0,2","   6.7","3,,,0,0,3","   9.5",",,,0,0,2","  10.6","2,,,0,0,3","  12.8",",,,0,0,2","  11.7","3,,,0,0,3","36.8",",,,0","","","","","","","","","130",",,,0","12.15",",0","18.91",",,,0","5.39",",,,0","14625",",X","","","170",",X","","","180",",X","","","","","9.8",",X","","","16.5",",X","",""
"USW00024127","1996-11","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","3.8",",X","735.1","0","0.0",",0","10",",0","5",",0","0",",0","2",",0","2",",0","0",",0","16",",0","0",",0","0",",0","0",",0","6","","","","19961130",",,0","19961129",",,0","19961128",",,0","1","","19961122",",,0","19961119",",,0","-6.1",",0,30,","51",",,0,29,","36",",,0,28,","17.3",",,0,22,","20.0",",0,19,","647.1","0","   7.2",",,,0,0,2","   7.2","3,,,0,0,3","360.3",",0","   9.4",",,,0,0,2","   7.8","3,,,0,0,3","   1.7",",,,0,0,2","   3.9","3,,,0,0,3","   4.4",",,,0,0,2","   3.9","3,,,0,0,3","   5.0",",,,0,0,2","   5.8","3,,,0,0,3","   7.6",",,,0,0,2","   6.4","3,,,0,0,3","43.8",",,,0","","","","","","","","","90",",,,0","6.32",",0","11.89",",,,0","0.75",",,,0","9249",",X","","","170",",X","","","180",",X","","","","","13.0",",X","","","16.5",",X","",""
"USW00024127","1996-12","40.77069","-111.96503","1288.4","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","","","","","","","","","5.1",",X","735.1","0","0.0",",0","14",",0","7",",0","0",",0","7",",0","5",",0","0",",0","19",",0","2",",0","0",",0","0",",0","7","","1","","19961218",",,0","19961206",",,0","19961205",",,0","","","19961205",",,0","19961231",",,0","-12.2",",0,18,","127",",,0,06,","198",",,0,05,","14.7",",,0,05,","16.7",",0,31,","1127.7","0","   5.6",",,,0,0,2","   4.4","1,,,0,0,3","480.6",",0","   6.7",",,,0,0,2","   5.0","2,,,0,0,3","  -0.6",",,,0,0,2","   0.0","1,,,0,0,3","   0.6",",,,0,0,2","   0.0","2,,,0,0,3","   2.1",",,,0,0,2","   2.3","1,,,0,0,3","   3.2",",,,0,0,2","   2.6","2,,,0,0,3","43.9",",,,0","","","","","","","","","407",",,,0","2.83",",0","6.99",",,,0","-1.33",",,,0","3090",",X","","","170",",X","","","180",",X","","","","","13.4",",X","","","21.0",",X","",""
